,Long Phones,Number of Identical Phonemes,Number of Identical Stresses,Long Stresses,Similar Pairs Phoneme,Short Stresses,Error Word Pronunciations,Error Word,Similar Pairs Stress,Stress Evaluation,Correct Word Pronunciations,Short Phones,Phoneme Evaluation,Correct word
178,3,1,1,1,"[('DH', 'K'), ('IH1', 'EY1')]",1,"[['DH', 'IH1', 'S'], ['DH', 'IH0', 'S']]",this,"[('DH', 'K'), ('IH1', 'EY1')]","STRESS SIMILARITY
","[['K', 'EY1', 'S']]",3,"MINOR LEXICAL
",case
179,5,3,1,2,"[('F', 'W'), ('ER0', 'IY1')]",2,"[['F', 'ER0', 'G', 'EH1', 'T'], ['F', 'AO0', 'R', 'G', 'EH1', 'T']]",forget,"[('F', 'W'), ('AO0', 'IY1'), ('G', 'IH1')]","NO STRESS SIMILARITY
","[['W', 'IY1', 'G', 'EH1', 'T'], ['W', 'IY1', 'G', 'IH1', 'T']]",5,"MINOR LEXICAL
",we get
180,5,1,1,2,"[('DH', 'B'), ('AE1', 'IH1')]",1,"[['DH', 'AE1', 'T'], ['DH', 'AH0', 'T']]",that,"[('DH', 'B'), ('T', 'T')]","STRESS SIMILARITY
","[['B', 'IH1', 'T', 'AH0', 'N']]",3,"PHONETIC SIMILARITY
",bitten
181,0,0,1,1,[],1,"[['DH', 'AH0'], ['DH', 'AH1'], ['DH', 'IY0']]",the,"[('DH', 'B'), ('AH1', 'AY1')]","STRESS SIMILARITY
","[['B', 'AY1']]",0,"PHONETIC SIMILARITY
",by
182,0,0,0,1,[],0,[['']],%OMISSION,"[('', 'DH')]","NO STRESS SIMILARITY
","[['DH', 'OW1']]",0,"PHONETIC SIMILARITY
",though
183,0,0,0,1,[],0,[['']],%OMISSION,"[('', 'W')]","NO STRESS SIMILARITY
","[['W', 'UH1', 'D']]",0,"PHONETIC SIMILARITY
",would
184,0,0,0,1,[],0,[['']],%OMISSION,"[('', 'B')]","NO STRESS SIMILARITY
","[['B', 'IY1'], ['B', 'IY0']]",0,"PHONETIC SIMILARITY
",be
185,0,0,1,2,[],1,"[['IH1', 'Z'], ['IH0', 'Z']]",is,"[('IH1', 'AY1'), ('Z', 'DH')]","STRESS SIMILARITY
","[['IY1', 'DH', 'ER0'], ['AY1', 'DH', 'ER0']]",0,"PHONETIC SIMILARITY
",either
186,0,0,0,1,[],2,"[['DH', 'EH1', 'R']]",there,"[('DH', 'AY1'), ('EH1', 'DH'), ('R', 'ER0')]","NO STRESS SIMILARITY
","[['IY1', 'DH', 'ER0'], ['AY1', 'DH', 'ER0']]",0,"PHONETIC SIMILARITY
",either
187,5,5,2,2,[],2,"[['S', 'T', 'IH1', 'K', 'ER0']]",sticker,[],"STRESS SIMILARITY
","[['S', 'T', 'IH1', 'K', 'AO1', 'R'], ['S', 'T', 'IH1', 'K', 'ER0']]",5,"HOMOPHONES
",stick or
188,0,0,0,1,[],1,"[['IH0', 'N'], ['IH1', 'N']]",in,"[('IH1', 'DH'), ('N', 'OW1')]","NO STRESS SIMILARITY
","[['DH', 'OW1']]",0,"PHONETIC SIMILARITY
",though
189,5,1,1,2,"[('HH', 'B'), ('IH1', 'IH0')]",1,"[['HH', 'IH1', 'Z'], ['HH', 'IH0', 'Z']]",his,"[('HH', 'B'), ('IH0', 'IH0')]","STRESS SIMILARITY
","[['B', 'IH0', 'K', 'AO1', 'Z'], ['B', 'IH0', 'K', 'AH1', 'Z'], ['B', 'IH0', 'K', 'AA1', 'Z'], ['B', 'IH0', 'K', 'AH0', 'Z']]",3,"PHONETIC SIMILARITY
",because
190,0,0,0,1,[],1,"[['AH0', 'N', 'D'], ['AE1', 'N', 'D']]",and,"[('AE1', 'DH'), ('N', 'EH1'), ('D', 'N')]","NO STRESS SIMILARITY
","[['DH', 'EH1', 'N']]",0,"PHONETIC SIMILARITY
",then
191,3,1,1,1,"[('AE1', 'UH1'), ('N', 'D')]",1,"[['K', 'AE1', 'N'], ['K', 'AH0', 'N']]",can,"[('AE1', 'UH1'), ('N', 'D')]","STRESS SIMILARITY
","[['K', 'UH1', 'D']]",3,"MINOR LEXICAL
",could
192,3,1,1,1,"[('EH1', 'AH0')]",1,"[['DH', 'EH1', 'R']]",their,"[('EH1', 'AH1')]","STRESS SIMILARITY
","[['DH', 'AH0'], ['DH', 'AH1'], ['DH', 'IY0']]",2,"PHONETIC SIMILARITY
",the
193,2,1,1,1,"[('L', 'D')]",1,"[['AY1', 'L']]",I'll,"[('L', 'D')]","STRESS SIMILARITY
","[['AY1', 'D']]",2,"PHONETIC SIMILARITY
",I'd
194,3,1,1,1,"[('T', 'W')]",1,"[['T', 'UW1'], ['T', 'IH0'], ['T', 'AH0']]",to,"[('T', 'W'), ('AH0', 'IH0')]","STRESS SIMILARITY
","[['W', 'IH1', 'DH'], ['W', 'IH1', 'TH'], ['W', 'IH0', 'TH'], ['W', 'IH0', 'DH']]",2,"PHONETIC SIMILARITY
",with
195,2,1,1,1,"[('M', 'D')]",1,"[['AY1', 'M'], ['AH0', 'M']]",I'm,"[('M', 'D')]","STRESS SIMILARITY
","[['AY1', 'D']]",2,"PHONETIC SIMILARITY
",I'd
196,4,2,2,2,"[('UW1', 'AY1'), ('NG', 'N')]",2,"[['D', 'UW1', 'IH0', 'NG']]",doing,"[('UW1', 'AY1'), ('NG', 'N')]","STRESS SIMILARITY
","[['D', 'AY1', 'IH0', 'N'], ['D', 'AY1', 'IH1', 'N']]",4,"MINOR LEXICAL
",die in
197,0,0,0,3,[],3,"[['F', 'AY1', 'N', 'AH0', 'L', 'IY0']]",finally,"[('F', 'EY1'), ('AY1', 'F'), ('N', 'AY1'), ('AH0', 'N'), ('L', 'AH0'), ('IY0', 'L')]","NO STRESS SIMILARITY
","[['AH0', 'F', 'AY1', 'N', 'AH0', 'L'], ['EY1', 'F', 'AY1', 'N', 'AH0', 'L']]",0,"PHONETIC SIMILARITY
",a final
198,3,1,1,1,"[('HH', 'Y'), ('IY1', 'IH1')]",1,"[['HH', 'IY1', 'R']]",here,"[('HH', 'Y'), ('IY1', 'IH1')]","STRESS SIMILARITY
","[['Y', 'IH1', 'R']]",3,"MINOR LEXICAL
",year
199,0,0,0,1,[],0,"[['AE1', 'T']]",at,"[('AE1', 'Filler')]","NO STRESS SIMILARITY
",[['Filler']],0,"PHONETIC SIMILARITY
",%HESITATION
200,6,1,1,2,"[('AY1', 'AE1')]",1,"[['M', 'AY1']]",my,"[('AY1', 'AE1')]","STRESS SIMILARITY
","[['M', 'AE1', 'S', 'T', 'ER0', 'Z']]",2,"PHONETIC SIMILARITY
",masters
201,13,4,2,4,"[('S', 'M'), ('IH1', 'AE1')]",2,"[['S', 'IH1', 'S', 'T', 'ER0', 'Z']]",sisters,"[('S', 'M'), ('IH1', 'AE1')]","STRESS SIMILARITY
","[['M', 'AE1', 'S', 'T', 'ER0', 'Z', 'S', 'T', 'UW1', 'D', 'AH0', 'N', 'T']]",6,"PHONETIC SIMILARITY
",masters student
202,3,1,1,1,"[('AH0', 'IH0')]",1,"[['AH0', 'N', 'D'], ['AE1', 'N', 'D']]",and,"[('AE1', 'IH1')]","STRESS SIMILARITY
","[['IH0', 'N'], ['IH1', 'N']]",2,"PHONETIC SIMILARITY
",in
203,7,1,1,3,"[('D', 'T'), ('IH0', 'UW1'), ('V', 'R'), ('ZH', 'CH')]",2,"[['D', 'IH0', 'V', 'IH1', 'ZH', 'AH0', 'N'], ['D', 'IH0', 'V', 'IH1', 'S', 'AH0', 'N']]",divison,"[('D', 'T'), ('IH0', 'UW1'), ('V', 'R'), ('S', 'CH')]","NO STRESS SIMILARITY
","[['T', 'UW1', 'R', 'IH1', 'CH']]",5,"NO PHONETIC SIMILARITY
",too rich
204,2,2,1,1,[],1,"[['T', 'UW1'], ['T', 'IH0'], ['T', 'AH0']]",to,[],"STRESS SIMILARITY
","[['T', 'UW1']]",2,"HOMOPHONES
",too
205,0,0,0,1,[],0,[['No arpabet available']],10,"[('No arpabet available', 'TH')]","NO STRESS SIMILARITY
","[['TH', 'IH1', 'N']]",0,"PHONETIC SIMILARITY
",thin
206,2,2,1,1,[],1,"[['T', 'UW1'], ['T', 'IH0'], ['T', 'AH0']]",to,[],"STRESS SIMILARITY
","[['T', 'UW1']]",2,"HOMOPHONES
",too
207,0,0,0,1,[],0,[['No arpabet available']],10,"[('No arpabet available', 'TH')]","NO STRESS SIMILARITY
","[['TH', 'IH1', 'N']]",0,"PHONETIC SIMILARITY
",thin
208,0,0,1,1,[],1,"[['K', 'AE1', 'N'], ['K', 'AH0', 'N']]",can,"[('K', 'TH'), ('AE1', 'IH1'), ('N', 'NG')]","STRESS SIMILARITY
","[['TH', 'IH1', 'NG', 'K']]",0,"PHONETIC SIMILARITY
",think
209,4,2,1,1,"[('N', 'ER0')]",1,"[['F', 'AY1', 'N', 'D']]",find,"[('N', 'R')]","STRESS SIMILARITY
","[['F', 'AY1', 'ER0'], ['F', 'AY1', 'R']]",3,"MINOR LEXICAL
",fire
210,0,0,0,1,[],0,[['No arpabet available']],Yatch,"[('No arpabet available', 'Y')]","NO STRESS SIMILARITY
","[['Y', 'AA1', 'T']]",0,"PHONETIC SIMILARITY
",yacht
211,3,2,1,1,"[('L', 'ER0')]",1,"[['F', 'AY1', 'L']]",file,"[('L', 'R')]","STRESS SIMILARITY
","[['F', 'AY1', 'ER0'], ['F', 'AY1', 'R']]",3,"MINOR LEXICAL
",fire
212,3,1,1,1,"[('AH0', 'AA1')]",1,"[['AH0', 'N', 'D'], ['AE1', 'N', 'D']]",and,"[('AE1', 'AO1')]","STRESS SIMILARITY
","[['AA1', 'N'], ['AO1', 'N']]",2,"PHONETIC SIMILARITY
",on
213,5,1,1,2,"[('EY1', 'AH0')]",1,"[['DH', 'EY1']]",they,"[('DH', 'DH'), ('EY1', 'IY0')]","STRESS SIMILARITY
","[['DH', 'AH0', 'Y', 'AA1', 'T'], ['DH', 'AH1', 'Y', 'AA1', 'T'], ['DH', 'IY0', 'Y', 'AA1', 'T']]",2,"PHONETIC SIMILARITY
",the yacht
214,3,2,1,1,"[('K', 'W')]",1,"[['K', 'UH1', 'D']]",could,"[('K', 'W')]","STRESS SIMILARITY
","[['W', 'UH1', 'D']]",3,"MINOR LEXICAL
",would
215,4,1,1,2,"[('G', 'K'), ('T', 'R')]",1,"[['G', 'EH1', 'T'], ['G', 'IH1', 'T']]",get,"[('G', 'K'), ('IH1', 'EH1'), ('T', 'R')]","STRESS SIMILARITY
","[['K', 'AE1', 'R', 'IY0'], ['K', 'EH1', 'R', 'IY0']]",3,"PHONETIC SIMILARITY
",carry
216,6,2,1,2,"[('F', 'F'), ('AO1', 'ER1')]",1,"[['F', 'AO1', 'R', 'AH0', 'S', 'T'], ['F', 'AO1', 'R', 'IH0', 'S', 'T']]",forest,"[('AO1', 'ER1'), ('R', 'S'), ('IH0', 'T')]","STRESS SIMILARITY
","[['F', 'ER1', 'S', 'T']]",4,"PHONETIC SIMILARITY
",first
217,4,1,1,1,"[('AO1', 'ER1'), ('R', 'S'), ('S', 'T')]",1,"[['F', 'AO1', 'R', 'S']]",force,"[('AO1', 'ER1'), ('R', 'S'), ('S', 'T')]","STRESS SIMILARITY
","[['F', 'ER1', 'S', 'T']]",4,"PHONETIC SIMILARITY
",first
218,0,0,0,2,[],0,[['No arpabet available']],22,"[('No arpabet available', 'T')]","NO STRESS SIMILARITY
","[['T', 'R', 'UW1', 'T', 'R', 'UW1']]",0,"PHONETIC SIMILARITY
",true true
219,3,1,1,1,"[('UW1', 'R')]",1,"[['T', 'UW1'], ['T', 'IH0'], ['T', 'AH0']]",to,"[('T', 'T')]","STRESS SIMILARITY
","[['T', 'R', 'UW1']]",2,"PHONETIC SIMILARITY
",true
220,0,0,0,1,[],0,"[['AY1', 'L']]",I'll,"[('AY1', 'No arpabet available')]","NO STRESS SIMILARITY
",[['No arpabet available']],0,"PHONETIC SIMILARITY
",%ADDITION
221,4,1,1,1,"[('IY1', 'R')]",1,"[['B', 'IY1'], ['B', 'IY0']]",be,"[('B', 'B'), ('IY1', 'R')]","STRESS SIMILARITY
","[['B', 'R', 'IH1', 'NG']]",2,"PHONETIC SIMILARITY
",bring
222,4,1,1,2,"[('G', 'K'), ('T', 'R')]",1,"[['G', 'EH1', 'T'], ['G', 'IH1', 'T']]",get,"[('G', 'K'), ('IH1', 'EH1'), ('T', 'R')]","STRESS SIMILARITY
","[['K', 'AE1', 'R', 'IY0'], ['K', 'EH1', 'R', 'IY0']]",3,"PHONETIC SIMILARITY
",carry
223,0,0,0,1,[],1,"[['AH0', 'N', 'D'], ['AE1', 'N', 'D']]",and,"[('AE1', 'DH'), ('N', 'EH1'), ('D', 'N')]","NO STRESS SIMILARITY
","[['DH', 'EH1', 'N']]",0,"PHONETIC SIMILARITY
",then
224,0,0,0,1,[],0,[['AY1']],I,"[('AY1', 'Filler')]","NO STRESS SIMILARITY
",[['Filler']],0,"PHONETIC SIMILARITY
",%HESITATION
225,0,0,0,2,[],0,[['No arpabet available']],fiche,"[('No arpabet available', 'W')]","NO STRESS SIMILARITY
","[['W', 'IY1', 'SH', 'UH1', 'D']]",0,"PHONETIC SIMILARITY
",we should
226,0,0,1,1,[],1,"[['Y', 'UW1']]",you,"[('Y', 'SH'), ('UW1', 'UH1')]","STRESS SIMILARITY
","[['SH', 'UH1', 'D']]",0,"PHONETIC SIMILARITY
",should
227,5,1,1,3,"[('IY1', 'EY1')]",1,"[['S', 'IY1']]",see,"[('S', 'S'), ('IY1', 'EY1')]","STRESS SIMILARITY
","[['S', 'EY1', 'V', 'AH1', 'S'], ['S', 'EY1', 'V', 'Y', 'UW1', 'EH1', 'S']]",2,"PHONETIC SIMILARITY
",save us
228,9,1,1,4,"[('W', 'S'), ('AH1', 'EY1'), ('T', 'V')]",1,"[['W', 'AH1', 'T', 'S'], ['HH', 'W', 'AH1', 'T', 'S']]",what's,"[('HH', 'S'), ('W', 'EY1'), ('AH1', 'V'), ('T', 'Y'), ('S', 'UW1')]","STRESS SIMILARITY
","[['S', 'EY1', 'V', 'AH1', 'S', 'F', 'R', 'AH1', 'M'], ['S', 'EY1', 'V', 'AH1', 'S', 'F', 'R', 'AH1', 'M'], ['S', 'EY1', 'V', 'Y', 'UW1', 'EH1', 'S', 'F', 'ER0', 'M'], ['S', 'EY1', 'V', 'Y', 'UW1', 'EH1', 'S', 'F', 'ER0', 'M']]",4,"NO PHONETIC SIMILARITY
",save us from
229,0,0,1,1,[],1,"[['AH1', 'P']]",up,"[('AH1', 'R'), ('P', 'EY1')]","STRESS SIMILARITY
","[['R', 'EY1', 'N']]",0,"PHONETIC SIMILARITY
",rain
230,0,0,1,1,[],1,[['AY1']],I,"[('AY1', 'HH')]","STRESS SIMILARITY
","[['W', 'AH1', 'T'], ['HH', 'W', 'AH1', 'T']]",0,"PHONETIC SIMILARITY
",what
231,0,0,0,1,[],0,[['']],%OMISSION,"[('', 'Y')]","NO STRESS SIMILARITY
","[['Y', 'UW1']]",0,"PHONETIC SIMILARITY
",you
232,7,2,2,2,"[('HH', 'R'), ('IH1', 'OW1'), ('L', 'P'), ('T', 'S')]",2,"[['HH', 'IH1', 'L', 'T', 'AH0', 'N']]",Hilton,"[('HH', 'R'), ('IH1', 'OW1'), ('L', 'P'), ('T', 'S')]","STRESS SIMILARITY
","[['R', 'OW1', 'P', 'S', 'AH0', 'N', 'D'], ['R', 'OW1', 'P', 'S', 'AE1', 'N', 'D']]",6,"NO PHONETIC SIMILARITY
",ropes and
233,15,1,1,6,"[('R', 'W'), ('EH1', 'AH1'), ('JH', 'T'), ('IH0', 'D'), ('S', 'UW1'), ('T', 'Y'), ('ER0', 'UW1'), ('IH0', 'TH')]",3,"[['R', 'EH1', 'JH', 'IH0', 'S', 'T', 'ER0', 'IH0', 'NG'], ['R', 'EH1', 'JH', 'IH0', 'S', 'T', 'R', 'IH0', 'NG']]",registering,"[('R', 'HH'), ('EH1', 'W'), ('JH', 'AH1'), ('IH0', 'T'), ('S', 'D'), ('T', 'UW1'), ('R', 'Y'), ('IH0', 'UW1'), ('NG', 'TH')]","NO STRESS SIMILARITY
","[['W', 'AH1', 'T', 'D', 'UW1', 'Y', 'UW1', 'TH', 'IH1', 'NG', 'K', 'AH0', 'B', 'AW1', 'T'], ['HH', 'W', 'AH1', 'T', 'D', 'UW1', 'Y', 'UW1', 'TH', 'IH1', 'NG', 'K', 'AH0', 'B', 'AW1', 'T']]",9,"NO PHONETIC SIMILARITY
",what do you think about
234,7,1,1,2,"[('IH0', 'OW1'), ('Z', 'P'), ('AH1', 'S')]",1,"[['R', 'IH0', 'Z', 'AH1', 'L', 'T', 'S'], ['R', 'IY0', 'Z', 'AH1', 'L', 'T', 'S']]",results,"[('R', 'R'), ('IY0', 'OW1'), ('Z', 'P'), ('AH1', 'S')]","STRESS SIMILARITY
","[['R', 'OW1', 'P', 'S']]",4,"NO PHONETIC SIMILARITY
",ropes
235,3,1,1,1,"[('IH0', 'AH0')]",1,"[['IH0', 'N'], ['IH1', 'N']]",in,"[('IH1', 'AE1')]","STRESS SIMILARITY
","[['AH0', 'N', 'D'], ['AE1', 'N', 'D']]",2,"PHONETIC SIMILARITY
",and
236,7,3,1,2,"[('K', 'P')]",1,"[['K', 'L', 'AE1', 'S']]",class,"[('K', 'P')]","STRESS SIMILARITY
","[['P', 'L', 'AE1', 'S', 'T', 'IH0', 'K']]",4,"PHONETIC SIMILARITY
",plastic
237,12,1,0,4,"[('M', 'W'), ('ZH', 'R'), ('ER0', 'SH'), ('IH0', 'UH1'), ('NG', 'D')]",3,"[['M', 'EH1', 'ZH', 'ER0', 'IH0', 'NG']]",measuring,"[('M', 'HH'), ('EH1', 'W'), ('ZH', 'EH1'), ('ER0', 'R'), ('IH0', 'SH'), ('NG', 'UH1')]","NO STRESS SIMILARITY
","[['W', 'EH1', 'R', 'SH', 'UH1', 'D', 'W', 'IY1', 'R', 'AE1', 'NG', 'K'], ['HH', 'W', 'EH1', 'R', 'SH', 'UH1', 'D', 'W', 'IY1', 'R', 'AE1', 'NG', 'K']]",6,"NO PHONETIC SIMILARITY
",where should we rank
238,5,3,1,1,"[('R', 'OW1')]",1,"[['G', 'R', 'UW1', 'P', 'S']]",groups,"[('R', 'OW1')]","STRESS SIMILARITY
","[['R', 'OW1', 'P', 'S']]",4,"MINOR LEXICAL
",ropes
239,0,0,0,2,[],0,[['No arpabet available']],Wroldsen,"[('No arpabet available', 'R')]","NO STRESS SIMILARITY
","[['R', 'OW1', 'P', 'S', 'AA1', 'R'], ['R', 'OW1', 'P', 'S', 'ER0']]",0,"PHONETIC SIMILARITY
",ropes are
240,0,0,0,1,[],0,[['No arpabet available']],Andrelton,"[('No arpabet available', 'HH')]","NO STRESS SIMILARITY
","[['W', 'AH1', 'N'], ['HH', 'W', 'AH1', 'N']]",0,"PHONETIC SIMILARITY
",one
241,2,1,1,1,[],1,"[['AE1', 'N'], ['AH0', 'N']]",an,[],"STRESS SIMILARITY
","[['AH0'], ['EY1']]",1,"PHONETIC SIMILARITY
",a
242,0,0,0,3,[],0,[['No arpabet available']],iPhone,"[('No arpabet available', 'N')]","NO STRESS SIMILARITY
","[['N', 'AY1', 'F', 'F', 'AO1', 'R', 'W', 'AH1', 'N'], ['N', 'AY1', 'F', 'F', 'AO1', 'R', 'W', 'AH1', 'N'], ['N', 'AY1', 'F', 'F', 'ER0', 'W', 'AH1', 'N'], ['N', 'AY1', 'F', 'F', 'ER0', 'HH', 'W', 'AH1', 'N'], ['N', 'AY1', 'F', 'F', 'R', 'ER0', 'HH', 'W', 'AH1', 'N'], ['N', 'AY1', 'F', 'F', 'R', 'ER0', 'HH', 'W', 'AH1', 'N']]",0,"PHONETIC SIMILARITY
",knife for one
243,5,2,1,2,"[('N', 'F')]",1,"[['T', 'AH0', 'N', 'AY1', 'T'], ['T', 'UW0', 'N', 'AY1', 'T']]",tonight,"[('N', 'F')]","STRESS SIMILARITY
","[['N', 'AY1', 'F']]",3,"PHONETIC SIMILARITY
",knife
244,3,3,1,1,[],1,"[['L', 'AY1', 'F']]",life,[],"STRESS SIMILARITY
","[['L', 'AY1', 'F']]",3,"HOMOPHONES
",life
245,3,2,1,1,"[('S', 'F')]",1,"[['N', 'AY1', 'S'], ['N', 'IY1', 'S']]",nice,"[('IY1', 'AY1'), ('S', 'F')]","STRESS SIMILARITY
","[['N', 'AY1', 'F']]",3,"MINOR LEXICAL
",knife
246,0,0,1,1,[],1,"[['Y', 'UW1']]",you,"[('Y', 'W'), ('UW1', 'IY1')]","STRESS SIMILARITY
","[['W', 'IY1']]",0,"PHONETIC SIMILARITY
",we
247,10,7,2,4,"[('AH0', 'F'), ('D', 'AO1')]",4,"[['IH1', 'N', 'D', 'AH0', 'K', 'EY2', 'T', 'AH0', 'D'], ['IH1', 'N', 'D', 'AH0', 'K', 'EY2', 'T', 'IH0', 'D']]",indicated,"[('IH0', 'F'), ('D', 'R')]","NO STRESS SIMILARITY
","[['IH1', 'N', 'D', 'AH0', 'K', 'EY2', 'T', 'F', 'AO1', 'R'], ['IH1', 'N', 'D', 'AH0', 'K', 'EY2', 'T', 'F', 'ER0'], ['IH1', 'N', 'D', 'AH0', 'K', 'EY2', 'T', 'F', 'R', 'ER0']]",9,"MINOR LEXICAL
",indicate for
248,0,0,1,1,[],1,"[['DH', 'AE1', 'T'], ['DH', 'AH0', 'T']]",that,"[('DH', 'HH'), ('AE1', 'EH1'), ('T', 'L')]","STRESS SIMILARITY
","[['HH', 'EH1', 'L', 'P']]",0,"PHONETIC SIMILARITY
",help
249,0,0,0,4,[],0,[['No arpabet available']],Zaferes,"[('No arpabet available', 'S')]","NO STRESS SIMILARITY
","[['S', 'OW1', 'IH1', 'F', 'DH', 'EH1', 'R', 'IH1', 'Z'], ['S', 'OW1', 'IH1', 'F', 'DH', 'EH1', 'R', 'IH1', 'Z'], ['S', 'OW1', 'IH0', 'F', 'DH', 'EH1', 'R', 'IH0', 'Z'], ['S', 'OW1', 'IH0', 'F', 'DH', 'EH1', 'R', 'IH0', 'Z']]",0,"PHONETIC SIMILARITY
",So if there is
250,0,0,1,2,[],1,"[['EH1', 'V', 'ER0', 'IY0'], ['EH1', 'V', 'R', 'IY0']]",every,"[('EH1', 'IH1'), ('V', 'F')]","STRESS SIMILARITY
","[['IH1', 'F'], ['IH0', 'F']]",0,"PHONETIC SIMILARITY
",if
251,5,1,0,2,"[('IH1', 'W'), ('UW0', 'SH')]",2,"[['IH1', 'SH', 'UW0']]",issue,"[('IH1', 'W'), ('SH', 'IY1'), ('UW0', 'SH')]","NO STRESS SIMILARITY
","[['W', 'IY1', 'SH', 'UW1', 'T']]",3,"PHONETIC SIMILARITY
",we shoot
252,0,0,0,3,[],2,"[['B', 'IH0', 'F', 'AO1', 'R'], ['B', 'IY2', 'F', 'AO1', 'R']]",before,"[('B', 'EY1'), ('IY2', 'F'), ('F', 'AY1'), ('AO1', 'R'), ('R', 'W')]","NO STRESS SIMILARITY
","[['AH0', 'F', 'AY1', 'R', 'W', 'ER2', 'K'], ['EY1', 'F', 'AY1', 'R', 'W', 'ER2', 'K']]",0,"PHONETIC SIMILARITY
",a firework
253,6,1,1,2,[],1,[['AY1']],I,[],"STRESS SIMILARITY
","[['F', 'AY1', 'R', 'W', 'ER2', 'K']]",1,"PHONETIC SIMILARITY
",firework
254,6,1,1,2,"[('UH1', 'AY1'), ('D', 'R')]",1,"[['W', 'UH1', 'D']]",would,"[('W', 'F'), ('UH1', 'AY1'), ('D', 'R')]","STRESS SIMILARITY
","[['F', 'AY1', 'R', 'W', 'ER2', 'K']]",3,"NO PHONETIC SIMILARITY
",firework
255,4,2,1,1,"[('B', 'DH')]",1,"[['B', 'EH1', 'N', 'D']]",bend,"[('B', 'DH')]","STRESS SIMILARITY
","[['DH', 'EH1', 'N']]",3,"MINOR LEXICAL
",then
256,0,0,0,0,[],1,[['']],%OMISSION,"[('', 'ER0')]","NO STRESS SIMILARITY
","[['AO1', 'R'], ['ER0']]",0,"PHONETIC SIMILARITY
",or
257,2,2,1,1,[],1,"[['T', 'UW1'], ['T', 'IH0'], ['T', 'AH0']]",to,[],"STRESS SIMILARITY
","[['T', 'UW1']]",2,"HOMOPHONES
",two
258,0,0,1,1,[],1,"[['T', 'UW1'], ['T', 'IH0'], ['T', 'AH0']]",to,"[('T', 'W'), ('UW1', 'UH1')]","STRESS SIMILARITY
","[['W', 'UH1', 'D']]",0,"PHONETIC SIMILARITY
",would
259,8,4,2,3,"[('P', 'P'), ('ER0', 'R')]",3,"[['P', 'ER0', 'IH1', 'ZH', 'AH0', 'N']]",Parisian,"[('P', 'P'), ('ER0', 'R')]","NO STRESS SIMILARITY
","[['P', 'R', 'AH0', 'V', 'IH1', 'ZH', 'AH0', 'N']]",6,"PHONETIC SIMILARITY
",provision
260,4,2,1,1,"[('DH', 'L'), ('AE1', 'EH1')]",1,"[['DH', 'AE1', 'T', 'S']]",that's,"[('DH', 'L'), ('AE1', 'EH1')]","STRESS SIMILARITY
","[['L', 'EH1', 'T', 'S']]",4,"MINOR LEXICAL
",Let's
261,4,1,1,2,[],1,"[['AH0'], ['EY1']]",a,"[('EY1', 'AH0')]","STRESS SIMILARITY
","[['AH0', 'S', 'UW1', 'M']]",1,"PHONETIC SIMILARITY
",assume
262,5,2,2,2,"[('R', 'AH0'), ('IH0', 'S')]",2,"[['R', 'IH0', 'Z', 'UW1', 'M'], ['R', 'IY0', 'Z', 'UW1', 'M'], ['R', 'EH1', 'Z', 'AH0', 'M', 'EY2']]",resume,"[('R', 'AH0'), ('IY0', 'S')]","STRESS SIMILARITY
","[['AH0', 'S', 'UW1', 'M']]",4,"PHONETIC SIMILARITY
",assume
263,5,2,2,2,"[('R', 'AH0'), ('IH0', 'S')]",2,"[['R', 'IH0', 'Z', 'UW1', 'M'], ['R', 'IY0', 'Z', 'UW1', 'M'], ['R', 'EH1', 'Z', 'AH0', 'M', 'EY2']]",resume,"[('R', 'AH0'), ('IY0', 'S')]","STRESS SIMILARITY
","[['AH0', 'S', 'UW1', 'M']]",4,"PHONETIC SIMILARITY
",assume
264,0,0,1,2,[],1,"[['IH1', 'Z'], ['IH0', 'Z']]",is,"[('IH0', 'AH0'), ('Z', 'S')]","STRESS SIMILARITY
","[['AH0', 'S', 'UW1', 'M']]",0,"PHONETIC SIMILARITY
",assume
265,4,1,1,2,"[('Y', 'AH0')]",1,"[['Y', 'UW1']]",you,"[('Y', 'AH0')]","STRESS SIMILARITY
","[['AH0', 'S', 'UW1', 'M']]",2,"PHONETIC SIMILARITY
",assume
266,4,1,1,1,"[('AO1', 'ER1'), ('R', 'S')]",1,"[['F', 'AO1', 'R'], ['F', 'ER0'], ['F', 'R', 'ER0']]",for,"[('AO1', 'ER1'), ('R', 'S')]","STRESS SIMILARITY
","[['F', 'ER1', 'S', 'T']]",3,"MINOR LEXICAL
",first
267,0,0,0,2,[],2,"[['S', 'EH1', 'N', 'D', 'IH0', 'NG']]",sending,"[('S', 'AE1'), ('EH1', 'N'), ('N', 'D'), ('D', 'DH'), ('IH0', 'EH1'), ('NG', 'N')]","NO STRESS SIMILARITY
","[['AH0', 'N', 'D', 'DH', 'EH1', 'N'], ['AE1', 'N', 'D', 'DH', 'EH1', 'N']]",0,"PHONETIC SIMILARITY
",and then
268,4,1,1,1,"[('AO1', 'ER1'), ('R', 'S')]",1,"[['F', 'AO1', 'R'], ['F', 'ER0'], ['F', 'R', 'ER0']]",for,"[('AO1', 'ER1'), ('R', 'S')]","STRESS SIMILARITY
","[['F', 'ER1', 'S', 'T']]",3,"MINOR LEXICAL
",first
